name,affiliation,departments,email,website,interests,title,year,venue,coauthor_1
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,Giant Radiating Dike Swarms: Constraining the Formation and Evolution of the Surface of Venus,1996,"Lunar and Planetary Science, volume 27, page 465 27, 1996",Anthony J. Clark
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,Venus. Volcanoes.,1995,"The Face of Venus. The Magellan Radar-Mapping Mission, 54-79, 1995",Andre RO Cavalcanti
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,Giant Radiating Dike Swarms: Evidence for the Nature of a Global Resurfacing Event on Venus,1995,"Abstracts of the Lunar and Planetary Science Conference, volume 26, page 521 …, 1995",
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,Giant Radiating Dike Swarms on Venus: Stratigraphic Constraints upon Their Time of Emplacement,1995,"Abstracts of the Lunar and Planetary Science Conference, volume 26, page 523 …, 1995",Karl Johnson
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,ELSEVIER Earth-Science Reviews 39 (1995) 281,1995,"Earth-Science Reviews 39, 281, 1995",
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,Modes of Origin for Giant Radiating Lineament Systems on Venus,1994,"Abstracts of the 25th Lunar and Planetary Science Conference, held in …, 1994",Michael (Mik) Zlatin
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,Dike Emplacement at Zones of Neutral Buoyancy on Venus,1994,"Abstracts of the 25th Lunar and Planetary Science Conference, held in …, 1994",Nicholas D. Ball
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,Radial Lineament Systems on Venus: Constraining Models of Global Stress,1994,"Abstracts of the 25th Lunar and Planetary Science Conference, held in …, 1994",Charles J Taylor
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,Giant radiating dyke swarms on Earth and Venus(Abstract Only),1993,"Lunar and Planetary Inst, Twenty-fourth Lunar and Planetary Science …, 1993",Colin J. Beck
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,Determining stress states using dike swarms: The Lauma Dorsa example,1992,"Lunar and Planetary Inst., Papers Presented to the International Colloquium …, 1992",
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,An Examination of the Role Played by Surface Sediment Thickness in Determining Martian Crater Ejecta Morphology,1989,"Bulletin of the American Astronomical Society, Vol. 21, p. 993 21, 993, 1989",
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,"Scope of the Volume, the Review Process, and Acknowledgments",0,,
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,"ACTIVE AND RECENTLY ACTIVE VOLCANIC GEOLOGY ON THE ISLAND OF HAVVAI"" I",0,,
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,ACTIVE AND RECENTLY ACTIVE VOLCANIC GEOLOGY ON THE ISLAND OF HAWAI'I,0,,
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,Digital Mapping and Geographic Information Systems in Undergraduate Geology Curricula Workshop,0,,Adam R. Pearson
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,"ENVIRONMENTAL GEOCHEMISTRY AND HYDROLOGY OF THE PAYETTE LAKE WATERSHED, IDAHO",0,,
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,IDENTIFYING MANTLE PLUMES (AND “SUPERPLUMES”) ON VENUS AND MARS USING GIANT RADIATING DYKE SWARMS,0,,Colin J. Beck
Eric Grosfils,"Professor of Geology, Pomona College",Geology,@pomona.edu,http://research.pomona.edu/eric-grosfils/,physical volcanology;planetary geology,KECK WORKSHOP (ON TEACHING GEOPHYSICS,0,,Charles J Taylor
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,The nature of contemporary prejudice: Insights from aversive racism,2009,"Social and personality psychology Compass 3 (3), 314-338, 2009",Heidi Nichols Haddad
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Perspective and prejudice: Antecedents and mediating mechanisms,2004,"Personality and Social Psychology Bulletin 30 (12), 1537-1549, 2004",Dwight Whitaker
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Trust in scientists and their role in society across 68 countries,2025,"Nature Human Behaviour 9 (4), 713-730, 2025",Colin J. Beck
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Addressing climate change with behavioral science: A global intervention tournament in 63 countries,2024,"Science advances 10 (6), eadj5778, 2024",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,"Included but Invisible? Subtle Bias, Common Identity, and the Darker Side of “We”",2016,"Social Issues and Policy Review 10 (1), 6-46, 2016",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Empathy and intergroup relations,2010,"Prosocial motives, emotions, and behavior: The better angels of our nature …, 2010",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,"Race, Class, Gender and Climate Change Communication",2017,"Oxford Encyclopedia of Climate Change Communication, 2017",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Aversive Racism and Contemporary Bias,2017,,Jingyi Li
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Diverse segments of the US public underestimate the environmental concerns of minority and low-income Americans,2018,"Proceedings of the National Academy of Sciences 115 (49), 12429-12434, 2018",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,"Does socioeconomic status moderate the political divide on climate change? The roles of education, income, and individualism",2020,"Global Environmental Change 60, 102024, 2020",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Recent and simultaneous origins of eusociality in halictid bees,2006,"Proceedings of the Royal Society B: Biological Sciences 273 (1594), 1643-1649, 2006",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Single-copy nuclear genes recover Cretaceous-age divergences in bees,2004,"Systematic Biology, 309-326, 2004",Karl Johnson
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,The Fragility of Intergroup Relations: Divergent Effects of Delayed Audiovisual Feedback in Intergroup and Intragroup Interaction,2008,"Psychological Science 19 (12), 1272-1279, 2008",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Social climate science: A new vista for psychological science,2016,"Perspectives on Psychological Science 11 (5), 632-650, 2016",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Superordinate identity and intergroup roommate friendship development,2009,"Journal of experimental social psychology 45 (6), 1266-1272, 2009",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,The role of race and ethnicity in climate change polarization: evidence from a U.S. national survey experiment,2016,"Climatic Change, 1-11, 2016",Samuel Yamashita
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Black and white: The role of color bias in implicit race bias,2006,"Social cognition 24 (1), 46-73, 2006",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,"What counts as an “environmental” issue? Differences in issue conceptualization by race, ethnicity, and socioeconomic status",2020,"Journal of Environmental Psychology 68, 101404, 2020",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,"Aversive racism, implicit bias, and microaggressions",2018,"Microaggression theory: Influence and implications, 16-31, 2018",Karl Johnson
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Brief exposure to Pope Francis heightens moral beliefs about climate change,2017,"Climatic change 141 (2), 167-177, 2017",Shahriar Shahriari
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Social identities and social context: Social attitudes and personal well-being,2005,,
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Anger consensus messaging can enhance expectations for collective action and support for climate mitigation,2021,"Journal of Environmental Psychology 76, 101640, 2021",Matt Sazinsky
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,"Ethics, morality, and the psychology of climate justice",2021,"Current Opinion in Psychology 42, 36-42, 2021",Kim Bruce
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Power dynamics in an experimental game,2008,"Social Justice Research 21 (3), 377-407, 2008",Shahriar Shahriari
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Social psychology and neuroscience: Strange bedfellows or a healthy marriage?,2008,"Group Processes & Intergroup Relations 11 (2), 247-263, 2008",Alexandra Papoutsaki
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,On the Nature of Prejudice: The Psychological Foundations of Hate,2005,"American Psychological Association, 2005",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,"Majority and Minority Perspectives in Intergroup Relations: The Role of Contact, Group Representations, Threat, and Trust in Intergroup Conflict and Reconciliation",2008,,
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Facing the diversity crisis in climate science,2014,"Nature Climate Change 4 (12), 1039-1042, 2014",Erica Flapan
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Prejudice,2016,,
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Climate change and health equity: A research agenda for psychological science.,2023,"American Psychologist 78 (2), 244, 2023",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,"Racial prejudice, intergroup hate, and blatant and subtle bias of whites toward blacks in legal decision making in the United States",2007,"International Journal of Psychology and Psychological Therapy 7 (2), 145-158, 2007",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,"Climate change and intergroup relations: Psychological insights, synergies, and future prospects",2018,"Group Processes & Intergroup Relations 21 (3), 373-388, 2018",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Is the political divide on climate change narrower for people of color? Evidence from a decade of US polling,2021,"Journal of Environmental Psychology 77, 101680, 2021",Alexandra Papoutsaki
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Extreme weather event attribution predicts climate policy support across the world,2025,"Nature Climate Change 15 (7), 725-735, 2025",Jingyi Li
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Bridging Climate Communication Divides: Beyond the Partisan Gap,2015,"Science Communication 37 (6), 805-812, 2015",Eleanor Birrell
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,"Perceptions of science, science communication, and climate change attitudes in 68 countries–the TISP dataset",2025,"Scientific data 12 (1), 114, 2025",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Racism among the well intentioned,2016,"The social psychology of good and evil, 95, 2016",Eleanor Brown
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Public recognition of climate change inequities within the United States,2023,"Climatic Change 176 (8), 114, 2023",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,The International Climate Psychology Collaboration: Climate change-related data collected from 63 countries,2024,"Scientific data 11 (1), 1066, 2024",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Behavioural climate policy,2021,"Behavioural Public Policy 5 (4), 430-438, 2021",Char Miller
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,The Role of Attitudes in Intergroup Relations,2018,"Handbook of Attitudes, Volume 2: Applications, 419-454, 2018",Charles J Taylor
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Accuracy and bias in perceptions of relationship interest for intergroup and intragroup roommates,2014,"Social Psychological and Personality Science 5 (2), 235-242, 2014",Jane Liu
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,A diversity science approach to climate change,2018,"Psychology and climate change, 95-124, 2018",Anne Dwyer
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Anxiety perseverance in intergroup interaction: When incidental explanations backfire.,2014,"Journal of Personality and Social Psychology 107 (5), 825-843, 2014",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Intergroup fluency: How processing experiences shape intergroup cognition and communication,2013,"Social Cognition and Communication, 101-120, 2013",Matt Sazinsky
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,On the Nature of Contemporary Prejudice: From Subtle Bias to Severe Consequences,2009,"Why neighbours kill: Explaining the Breakdown of Ethnic Relations 4, 41, 2009",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,"Aversive racism—How unconscious bias influences behavior: Implications for legal, employment, and health care contexts",2009,"Diversity in mind and in action 3, 21-35, 2009",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Using qualitative approaches to improve quantitative inferences in environmental psychology,2020,"MethodsX 7, 100943, 2020",Karen Parfitt
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Nutrient-centrism and perceived risk of chronic disease,2015,"Journal of Health Psychology 20 (6), 899-906, 2015",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Cultural determinants of climate change opinion: Familism predicts climate beliefs and policy support among US Latinos,2021,"Climatic Change 167 (1), 11, 2021",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Illuminating the link between perceived threat and control over climate change: the role of attributions for causation and mitigation,2018,"Climatic Change 148 (1), 45-59, 2018",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Attitude–goal correspondence and interracial interaction: Implications for executive function and impression formation,2013,"Journal of Experimental Social Psychology 49 (5), 907-914, 2013",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Building diverse climate coalitions: The pitfalls and promise of equity-and identity-based messaging.,2022,"Translational Issues in Psychological Science 8 (4), 518, 2022",Franklin Marsh
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Teaching & learning guide for: The nature of contemporary prejudice: Insights from aversive racism,2009,"Social and Personality Psychology Compass 3 (6), 1120-1128, 2009",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Racial attitudes and visual cues in political judgments: Support for Obama during the 2008 presidential election.,2014,"Cultural Diversity and Ethnic Minority Psychology 20 (4), 583-590, 2014",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Inequality and misperceptions of group concerns threaten the integrity and societal impact of science,2022,"The ANNALS of the American Academy of Political and Social Science 700 (1 …, 2022",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Modeling multiple communities of interest for interactive simulation and gaming: the dynamic adversarial gaming algorithm project,2007,"Modeling and Simulation for Military Operations II 6564, 280-291, 2007",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Public communication about science in 68 countries: Global evidence on how people encounter and engage with information about science,2025,"Science Communication, 10755470251376615, 2025",Shahriar Shahriari
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Social psychological pathways to climate justice: Emerging insights and intersecting challenges,2024,"Group Processes & Intergroup Relations 27 (5), 1151-1169, 2024",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,"Twenty questions about design behavior for sustainability, report of the International Expert Panel on behavioral science for design",2019,"Nature Sustainability 25, 2019",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Aversive racism and implicit bias,2025,"The Cambridge handbook of implicit bias and racism, 124-148, 2025",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Twenty questions about design behavior for sustainability,2019,"Report of the International Expert Panel on Behavioral Science for Design …, 2019",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Intergroup fluency: A metacognitive approach to intergroup perception,2011,"Yale University, 2011",Samuel Yamashita
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,False climate change narratives undermine health sector engagement,2022,"bmj 379, 2022",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,"A megastudy of behavioral interventions to catalyze public, political, and financial climate advocacy",2026,"PNAS nexus 5 (1), pgaf400, 2026",Charles J Taylor
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Conservation and the environment,2019,"Oxford Research Encyclopedia of Psychology, 2019",Shahriar Shahriari
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Emotional Complexity Drives Collective Climate Action,2026,,
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Psychology and the ethics of climate change,2025,"Handbook of Ethics and Social Psychology, 426-439, 2025",Charles J Taylor
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Addressing climate change with behavioral science: A global intervention tournament in 63 countries (With Full Text),2024,"American Association for the Advancement of Science, 2024",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Addressing climate change with behavioral science: A global intervention tournament in 63 countries,2024,,Charles J Taylor
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,The International Climate Psychology Collaboration,2024,,Cynthia Selassie
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Hot tempers can help cool the planet,2021,"LSE Business Review, 2021",Eleanor Birrell
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Unconscious Processes,2020,"The Wiley Encyclopedia of Personality and Individual Differences …, 2020",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Angry Storms,2018,,Malte F. Dold
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,When does deprivation motivate future-oriented thinking? The case of climate change,2017,"Behavioral and Brain Sciences 40, 35, 2017",Kim Bruce
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,BBS Associateship 2016,2017,,
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,BBS Associateship 2015,2016,,
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Dying to kill: The allure of suicide terror,2007,"POLITICAL PSYCHOLOGY 28 (2), 262-266, 2007",
Adam R. Pearson,"Professor of Psychological Science, Pomona College",Psychology,@pomona.edu,https://sci.sites.pomona.edu/,social psychology;intergroup relations;environmental psychology;climate change,Climate Communications Evoking both Negative and Positive Emotions Drive Advocacy,0,"OSF, 0",Samuel Yamashita
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Cooperative learning and achievement: Theory and research,2003,"Handbook of psychology: Educational psychology 7, 177-198, 2003",Shahriar Shahriari
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,"Communalism, familism, and filial piety: Are they birds of a collectivist feather?",2010,"Cultural diversity & ethnic minority psychology 16 (4), 548, 2010",Gary Smith
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Cultural values in the home and school experiences of low-income African-American students,2006,"Social Psychology of Education 9 (4), 363-380, 2006",
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Communal versus individual learning of a math-estimation task: African American children and the culture of learning contexts,2005,"The Journal of Psychology 139 (6), 513-527, 2005",Nicholas D. Ball
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,The moderating role of centrality on associations between ethnic identity affirmation and ethnic minority college students’ mental health,2013,"Journal of American College Health 61 (3), 133-140, 2013",Malte F. Dold
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Culture-based perceptions of academic achievement among low-income elementary students.,2005,"Cultural Diversity & Ethnic Minority Psychology 11 (4), 339, 2005",Nicholas D. Ball
Eric Hurley,"Psychology, Pomona College",Psychology,@pomona.edu,http://www.hurleyeric.com/,culture education,Differential links between expressive suppression and well-being among Chinese and Mexican American college students.,2015,"Asian American Journal of Psychology 6 (1), 15, 2015",
