name,affiliation,departments,email,website,interests,title,year,venue,coauthor_1
Malte F. Dold,Pomona College,Economics,@pomona.edu,https://www.maltedold.com/research,Philosophy of Economics;Ethics and Economics;Behavioral Economics;History of Economic Thought,"Opportunity, not Efficiency: How Behavioral Insights Must Lead to a Reorientation of the Normative Focus in Law and Economics",0,,
Malte F. Dold,Pomona College,Economics,@pomona.edu,https://www.maltedold.com/research,Philosophy of Economics;Ethics and Economics;Behavioral Economics;History of Economic Thought,Moral Learning and Constitutional Choice: An Unresolved Tension in James Buchanan’s Classical Liberal Project,0,,Benjamin M. Rosenberg
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Daily Life in Wartime Japan, 1940–1945",2017,"University Press of Kansas, 2017",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Master Sorai's Responsals: An Annotated Translation of Sorai Sensei Tōmonsho,1994,"University of Hawaii Press, 1994",G. Gabrielle Starr
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Leaves from an Autumn of Emergencies: Selections from the Wartime Diaries of Ordinary Japanese,2005,"University of Hawaii Press, 2005",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Confucianism and the Japanese state, 1904–1945",1996,"Confucian traditions in East Asian modernity: Moral education and economic …, 1996",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Nature and Artifice in the Writings of Ogyū Sorai (1666-1728),1984,"Confucianism and Tokugawa culture, 138-165, 1984",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,The early life and thought of Itō Jinsai,1983,"Harvard Journal of Asiatic Studies, 453-480, 1983",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Reading the new tokugawa intellectual histories,1996,"The Journal of Japanese Studies 22 (1), 1-48, 1996",Kim Bruce
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"The “Japanese Turn” in Fine Dining in the United States, 1980–2020",2020,"Gastronomica 20 (2), 45-54, 2020",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,5. The Significance of Hawai ‘i Regional Cuisine in Postcolonial Hawai ‘i,2013,"Eating Asian America, 98-122, 2013",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Hawai ‘i Regional Cuisine: The Food Movement That Changed the Way Hawai ‘i Eats,2019,"University of Hawaii Press, 2019",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,World War I and the origins of the modern food system,2019,"Global Food History 5 (3), 224-238, 2019",Eleanor Brown
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Asian Studies at American Private Colleges, 1808–1990",2016,"Asia in the undergraduate curriculum: A case for Asian Studies in liberal …, 2016",Franklin Marsh
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"The ‘Food Problem’of Evacuated Children in Wartime Japan, 1944–1945",2016,"Food and War in Mid-Twentieth-Century East Asia, 131-148, 2016",Michael Diercks
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"La India, or Island of the Disappeared",2012,"University of the Philippines Press, 2012",Colin J. Beck
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Daily Life in Wartime Japan, 1937–1945",2023,"Education About ASIA 28 (2), 2023",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,COMPASSES AND CARPENTER'S SQUARES: A STUDY OF ITO JINSAI (1627-1705) AND OGYU SORAI (1666-1728)(JAPAN),1981,"University of Michigan, 1981",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Before the Nation: Kokugaku and the Imagining of Community in Early Modern Japan, by Susan L. Burns",2006,"The Journal of Japanese Studies 32 (1), 215-220, 2006",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,New Confucian horizons: essays in honor of Tu Weiming,2024,"Bloomsbury Publishing USA, 2024",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,The Quest for an Ideal Culinary Hyperlocalism,2022,"Gastronomica: The Journal of Food and Culture 22 (1), 60-65, 2022",Ellie Anderson
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Japanese Confucianism: A Cultural History, by Kiri Paramore",2018,"The Journal of Japanese Studies 44 (1), 186-190, 2018",Nicholas D. Ball
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Ogyū Sorai: His Life, Context, and Interpreters",2017,,Karl Johnson
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Slurp! A Social and Culinary History of RAMEN—Japan’s Favorite Noodle Soup,2014,"Social Science Japan Journal 17 (2), 267-270, 2014",Charles J Taylor
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Ogyū Sorai's Philosophical Masterworks: The"" Bendō"" and"" Benmei""",2009,"Philosophy East and West 59 (4), 567-570, 2009",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Julia Adeney Thomas. Reconfiguring Modernity: Concepts of Nature in Japanese Political Ideology. (Twentieth-Century Japan: the Emergence of a World Power …,2003,"The American Historical Review 108 (3), 807-808, 2003",Jingyi Li
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"The Global Japanese Restaurant: Mobilities, Imaginaries, and Politics, edited by James Farrer and David L. Wank",2026,"The Journal of Japanese Studies 52 (1), 298-303, 2026",Eric Grosfils
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"The “Japanese Turn” in Art, Architecture, and Cuisine in Europe and the United States, 1860–2020",2025,"The Journal of Japanese Studies 51 (1), 41-78, 2025",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Second Thoughts about Confucianism in Wartime Japan, 1937–1945",2024,"New Confucian Horizons: Essays in Honor of Tu Weiming, 181, 2024",Gizem Karaali
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Prisoners of the Empire: Inside Japanese POW Camps by Sarah Kovner,2022,"The Journal of Japanese Studies 48 (1), 149-153, 2022",Jane Liu
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Devouring Japan: Global Perspectives on Japanese Culinary Identity ed. by Nancy K. Stalker,2020,"The Journal of Japanese Studies 46 (1), 271-275, 2020",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Daily Life in Wartime Japan, 1940-1945 Reply",2018,"JOURNAL OF JAPANESE STUDIES 44 (1), 251-252, 2018",Tom Le
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Reply to Review by Simon Partner,2018,"The Journal of Japanese Studies 44 (1), 251-252, 2018",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Open Letter in Support of Historians in Japan UPDATED,2015,"ASIA-PACIFIC JOURNAL-JAPAN FOCUS 13 (19), 2015",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Hiroshima Children's Drawings,2013,"Cross-Currents: East Asian History and Culture Review 1 (6), 2013",Andre RO Cavalcanti
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,So Lovely a Country Will Never Perish: Wartime Diaries of Japanese Writers,2012,"The Journal of Asian Studies 71 (1), 260-262, 2012",Dwight Whitaker
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Stewart Lone Provincial Life and the Military in Imperial Japan: The Phantom Samurai. (Routledge Studies in the Modern History of Asia, number 58.) New …",2011,"The American Historical Review 116 (4), 1108-1109, 2011",Eric Hurley
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"The Scars of War: Tokyo during World War II. By Richard H. Minear. Lanham, Md.: Rowman & Littlefield, 2007. xi, 207 pp. 26.95",2010,"The Journal of Asian Studies 69 (4), 1244-1246, 2010",David Tanenbaum
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Wings of Defeat: Once, We Were Kamikaze… Directed by Risa Morimoto and Linda Hoaglund",2010,"Visual Anthropology Review 26 (1), 69-71, 2010",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Review of Ogyū Sorai’s Philosophical Masterworks: The Bendō and Benmei, by John A. Tucker",2009,,
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Book Review: Ogyū Sorai's Philosophical Masterworks: The,2009,"Philosophy East and West 59 (4), 567-570, 2009",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Modern Japanese Cuisine: Food, Power and National Identity. By KATARYZNA J. CWIERTKA. London: Reaktion Books, 2006. 240 pp. $40.00 (cloth).",2008,"The Journal of Asian Studies 67 (4), 1457-1459, 2008",Michael Diercks
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Practical Pursuits: Religion, Politics and Personal Cultivation in Nineteenth-Century Japan",2008,"The Journal of Japanese Studies 34 (2), 492-496, 2008",Eleanor Birrell
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Itō Jinsai's Gomō Jigi and the Philosophical Definition of Early Modern Japan,2002,"Philosophy East and West 52 (3), 392-395, 2002",Eric Grosfils
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Review of Itō Jinsai's Gomō Jigi and the Philosophical Definition of Early Modern Japan by John Allen Tucker,2002,,
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Japanese Loyalism Reconstrued: Yamagata Daini's Ryūshi shinron of 1759,1998,"Harvard Journal of Asiatic Studies 58 (1), 327-340, 1998",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Response to John Tucker's Response to"" Reading the New Tokugawa Intellectual Histories""",1997,"The Journal of Japanese Studies 23 (2), 536-541, 1997",Malte F. Dold
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Things Seen and Unseen: Discourse and Ideology in Tokugawa Nativism,1992,"Harvard Journal of Asiatic Studies 52 (2), 763-776, 1992",Malte F. Dold
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,A probable relevance of desmosome to lymph node metastasis in esophageal cancer,1992,"Nihon Geka Gakkai zasshi 93 (10), 1353, 1992",Anthony J. Clark
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Tokugawa Ideology: Early Constructs, 1570-1680.",1987,"Monumenta Nipponica 42 (4), 495-498, 1987",Dwight Whitaker
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Review 19--No Title,1986,"The Journal of Asian Studies (1986-1998) 45 (2), 403, 1986",Karl Johnson
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"SORAI, OGYU JOURNEY TO KAI IN 1706, WITH A TRANSLATION OF THE KYOCHUKIKO-LIDIN, OG",1986,"JOURNAL OF ASIAN STUDIES 45 (2), 403-404, 1986",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"LIDIN,"" Ogyu Sorai's Journey to Kai in 1706, with a Translation of the Kyochukiko""(Book Review)",1986,"Journal of Asian Studies 45 (2), 403, 1986",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"Ogyū Sorai's Journey to Kai in 1706, with a Translation of the Kyōchūkikō. By Olof G. Lidin. London and Malmō: Curzon Press, 1983. ix, 191 pp. Appendixes, Notes …",1986,"The Journal of Asian Studies 45 (2), 403-404, 1986",
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Compasses and Carpenter's Squares: A Study of Itō Jinsai (1627-1705) and Ōgyū Sōrai (1627-1728),1981,,
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,"131 The ‘Food Problem’of Evacuated Children in Wartime Japan, 1944–1945",0,"Food and War in Mid-Twentieth-Century East Asia, 131-148, 0",Michael (Mik) Zlatin
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Hawai ‘i Regional Cuisine,0,"Hawai ‘i Regional Cuisine, 0",Cynthia Selassie
Samuel Yamashita,Pomona College,Asian Studies,@pomona.edu,http://research.pomona.edu/~samuelyamashita/,,Pictures for Our “Honorable American Friends”,0,,
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,Japan's aging peace: pacifism and militarism in the twenty-first century,2021,"Columbia University Press, 2021",
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,Negotiating in good faith: Overcoming legitimacy problems in the Japan-South Korea reconciliation process,2019,"The Journal of Asian Studies 78 (3), 621-644, 2019",Nicholas D. Ball
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,Japan and the revolution in military affairs,2018,"Journal of Asian Security and International Affairs 5 (2), 172-196, 2018",
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,A Japanese Security Sea Change? Let’s See Change First,2023,"criticalasianstudies.org, 2023",Matt Sazinsky
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,"In Hiroshima, Obama and Abe are pledging to stop nuclear proliferation. Their actions don’t match their words",2016,"The Washington Post, 2016",Matt Sazinsky
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,Why Japan-South Korea history disputes keep resurfacing,2019,"The Washington Post, 2019",
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,Japan's Quiet Leadership: Between Vision and Necessity,2024,"Asia Policy 19 (3), 177-180, 2024",
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,Northeast Asia,2014,"Handbook of governance and security, 188-215, 2014",Nicholas D. Ball
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,Where Power Projection Ends: Constraints on Japanese Militarization,2011,"APSA 2011 Annual Meeting Paper, 2011",
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,Demographic decline as an idiom of distress: Rethinking gender (In) equality in Japan,2026,"Japan Forum, 1-27, 2026",Gizem Karaali
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,Understanding Responses to Global Terrorism: How Do Americans React to Terror and How Does It Impact Opinion on the Use of Force?,2026,"Social Science Quarterly 2 (107), 2026",
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,"Commentary - A Historic Win, Familiar Politics: The Paradox of Takaichi’s LDP Leadership",2025,"criticalasianstudies.org, 2025",
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,The Japanese Military Has a People Problem,2025,"Foreign Affairs, 2025",David Tanenbaum
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,日本 老いと成熟の平和,2025,,
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,"Inclusivity and Equity in Japan: A View from Civil Society, Election Participation, and Labor",2024,"2024 AAS Annual Conference, 2024",Eric Grosfils
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,"Technology, innovation and governance Building climate-resilient cities and addressing demographics crises",2024,"Asia-Pacific Tech Monitor, 31-37, 2024",Nicholas D. Ball
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,"Pride, Not Prejudice: National Identity as a Pacifying Force in East Asia",2024,"The Journal of Asian Studies 83 (2), 515-517, 2024",
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,Multidisciplinary and Integrated Approaches to Policymaking: Japan in Comparative Perspective,2023,"2023 AAS Annual Conference, 2023",Franklin Marsh
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,Author's Response: Demographics Is Destiny—It's Just Difficult to Pinpoint When It Will Arrive and How Much It Will Hurt,2023,"Asia Policy 18 (2), 184-189, 2023",Alexandra Papoutsaki
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,Tokyo wants to upgrade Japan’s defense capacity. A demographic crisis could get in the way,2021,"The Washington Post, 2021",Anthony J. Clark
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,Media coverage of Tiger Woods’s accident shows that Americans don’t see athletes as fully human,2021,"The Washington Post, 2021",
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,"75 years later, Japan and South Korea have yet to fully reconcile their wartime and colonial history",2020,"The Washington Post, 2020",Lise Abrams
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,The Price of Abe's Pragmatism,2017,"Foreign Affairs, 2017",Feng Xiao
Tom Le,Pomona College,Politics;Asian Studies,@pomona.edu,,Japan;East Asia;militarism;constructivism;war memory,10 Northeast Asia,0,,Malte F. Dold
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Production of formulaic expressions in L2 Chinese: A developmental investigation in a study abroad context,2013,"Chinese as a Second Language Research 2 (1), 23-58, 2013",Malte F. Dold
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Effects of intercultural competence and social contact on speech act production in a Chinese study abroad context,2016,"The Modern Language Journal 100 (4), 775-796, 2016",Michael Diercks
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Proficiency effect on L2 pragmatic competence,2015,"Studies in Second Language Learning and Teaching, 557-581, 2015",Char Miller
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Cross-linguistic transfer of morphological awareness between Chinese and English,2015,"Language Awareness 24 (4), 355-380, 2015",
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Adult Second Language Learners' Pragmatic Development in the Study-Abroad Context: A Review.,2015,"Frontiers: The Interdisciplinary Journal of Study Abroad 25, 132-149, 2015",
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Effects of proficiency subskills on pragmatic development in L2 Chinese study abroad,2019,"Studies in Second Language Acquisition 41 (2), 469-483, 2019",Jane Liu
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,"Assessment of study abroad outcomes in Chinese as a second language: Gains in cross-cultural adaptability, language contact and proficiency",2016,"Intercultural Education 27 (6), 600-614, 2016",Karl Johnson
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Development of pragmatic knowledge in L2 Chinese: Effects of intercultural competence and social contact on speech act production in a study abroad context,2016,"The Modern Language Journal 100 (4), 775-796, 2016",Erin Runions
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Variations in rating scale functioning in assessing speech act production in L2 Chinese,2019,"Language Assessment Quarterly 16 (3), 271-293, 2019",Joseph C. Osborn
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Effects of linguistic proficiency on speech act development in L2 Chinese during study abroad,2022,"Study Abroad Research in Second Language Acquisition and International …, 2022",
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Variations in rating scale functioning in assessing pragmatic performance in L2 Chinese,2019,"Language Assessment Quarterly 16 (3), 271-293, 2019",
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Advanced‐Level Pragmatics in Instructed SLA,2018,"The handbook of advanced proficiency in second language acquisition, 461-482, 2018",Samuel Yamashita
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Development in the use of Chinese mitigation in interaction,2017,"Chinese as a Second Language Research 6 (1), 39-71, 2017",Heidi Nichols Haddad
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Effects of Lexical Properties in L2 Chinese Compound Processing: A Multivariate Approach,2024,"Journal of psycholinguistic research 53 (4), 49, 2024",
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,ChatGPT and Chinese Teaching,2023,"Studies in Chinese Learning and Teaching 8 (1), 1-13, 2023",Anne Dwyer
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,"Production of formulaic expressions in L2 Chinese: A developmental investigation in a study abroad context. Chinese as a Second Language Research, 2 (1), 23-58",2013,,
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Impact of the COVID-19 pandemic on American students’ willingness to study abroad,2023,"Crossing boundaries in researching, understanding, and improving language …, 2023",Michael (Mik) Zlatin
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,"Proficiency, learning context and pragmatic development in L2 Chinese study abroad",2015,"Carnegie Mellon University, 2015",
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Effects of proficiency on the development of pragmatic routine production in L2 Chinese,0,"Second language Chinese development: A longitudinal perspective. Lexington Books, 0",Gary Smith
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,目的语环境中语用能力的发展: 美国华裔与非华裔学生在服务性场景中汉语协商策略的比较,2014,"Overseas Chinese Teaching 世界华文教育 2, 23-36, 2014",Daniel J. O'Leary
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Differences in Code-Switching between Chinese Heritage and Non-Heritage Learners in Computer-Mediated Communication,2023,"Chinese Language Teaching Methodology and Technology 6 (1), 1-29, 2023",Adam R. Pearson
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Development of pragmatic competence in L2 Chinese study abroad,2018,"Learning Second Language Pragmatics beyond Traditional Contexts, 227-254, 2018",
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Review of Technology in Interlanguage Pragmatics Research and Teaching,2014,"University of Hawaii National Foreign Language Resource Center, 2014",
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,API Endpoint and Its Value in Chinese International Education,2026,"Journal of Research on International Chinese Teaching and Learning Resources …, 2026",
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,7 Assessing Pragmatic Routines in L2 Chinese,2025,"Chinese Language Education and Second Language Chinese Acquisition: An …, 2025",Tom Le
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Assessing Pragmatic Routines in L2 Chinese: A Focus on Rating Scale Functioning and Rater Behavior,2025,"Chinese Language Education and Second Language Chinese Acquisition, 130-151, 2025",Cynthia Selassie
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Second Language Motivational Selves and Interactional Pragmatics in Study Abroad: A Qualitative Study,2024,"Languages 9 (12), 382, 2024",
