name,affiliation,departments,email,website,interests,title,year,venue
Gizem Karaali,"Mathematics & Statistics Department, Pomona College",Mathematics;Statistics,@pomona.edu,http://pages.pomona.edu/~gk014747,Representation Theory;Matching Theory;Quantitative Literacy;Mathematics for Social Justice,Games Mathematicians Play,2012,"Journal of Humanistic Mathematics 2 (2), 1, 2012"
Gizem Karaali,"Mathematics & Statistics Department, Pomona College",Mathematics;Statistics,@pomona.edu,http://pages.pomona.edu/~gk014747,Representation Theory;Matching Theory;Quantitative Literacy;Mathematics for Social Justice,On the quantization of zero-weight super dynamical 𝑟-matrices,2012,"Proceedings of the American Mathematical Society 140 (1), 7-20, 2012"
Gizem Karaali,"Mathematics & Statistics Department, Pomona College",Mathematics;Statistics,@pomona.edu,http://pages.pomona.edu/~gk014747,Representation Theory;Matching Theory;Quantitative Literacy;Mathematics for Social Justice,Vampire Statistics and Other Mathematical Oddities,2011,"Journal of Humanistic Mathematics 1 (2), 1, 2011"
Gizem Karaali,"Mathematics & Statistics Department, Pomona College",Mathematics;Statistics,@pomona.edu,http://pages.pomona.edu/~gk014747,Representation Theory;Matching Theory;Quantitative Literacy;Mathematics for Social Justice,"Supercharacters, symmetric functions in noncommuting variables, extended abstract",2011,"23rd International Conference on Formal Power Series and Algebraic …, 2011"
Gizem Karaali,"Mathematics & Statistics Department, Pomona College",Mathematics;Statistics,@pomona.edu,http://pages.pomona.edu/~gk014747,Representation Theory;Matching Theory;Quantitative Literacy;Mathematics for Social Justice,Book Review: Algebra,2011,
Gizem Karaali,"Mathematics & Statistics Department, Pomona College",Mathematics;Statistics,@pomona.edu,http://pages.pomona.edu/~gk014747,Representation Theory;Matching Theory;Quantitative Literacy;Mathematics for Social Justice,Book Review: The Complete Idiot’s Guide to Algebra Word Problems,2011,
Gizem Karaali,"Mathematics & Statistics Department, Pomona College",Mathematics;Statistics,@pomona.edu,http://pages.pomona.edu/~gk014747,Representation Theory;Matching Theory;Quantitative Literacy;Mathematics for Social Justice,Massey Products on Cycles of Projective Lines and Trigonometric Solutions of the Yang-Baxter Equations,2011,
Gizem Karaali,"Mathematics & Statistics Department, Pomona College",Mathematics;Statistics,@pomona.edu,http://pages.pomona.edu/~gk014747,Representation Theory;Matching Theory;Quantitative Literacy;Mathematics for Social Justice,Book Review: Thinking Mathematically,2011,
Gizem Karaali,"Mathematics & Statistics Department, Pomona College",Mathematics;Statistics,@pomona.edu,http://pages.pomona.edu/~gk014747,Representation Theory;Matching Theory;Quantitative Literacy;Mathematics for Social Justice,Media Highlights: Journal of Humanistic Mathematics,2011,
Gizem Karaali,"Mathematics & Statistics Department, Pomona College",Mathematics;Statistics,@pomona.edu,http://pages.pomona.edu/~gk014747,Representation Theory;Matching Theory;Quantitative Literacy;Mathematics for Social Justice,Have You Seen This? Journal of Humanistic Mathematics,2011,
Gizem Karaali,"Mathematics & Statistics Department, Pomona College",Mathematics;Statistics,@pomona.edu,http://pages.pomona.edu/~gk014747,Representation Theory;Matching Theory;Quantitative Literacy;Mathematics for Social Justice,The Semi-Dynamical Reflection Equation: Solutions and Structure Matrices,2010,
Gizem Karaali,"Mathematics & Statistics Department, Pomona College",Mathematics;Statistics,@pomona.edu,http://pages.pomona.edu/~gk014747,Representation Theory;Matching Theory;Quantitative Literacy;Mathematics for Social Justice,Book Review: Mirrors and Reflections: The Geometry of Finite Reflection Groups,2010,
Gizem Karaali,"Mathematics & Statistics Department, Pomona College",Mathematics;Statistics,@pomona.edu,http://pages.pomona.edu/~gk014747,Representation Theory;Matching Theory;Quantitative Literacy;Mathematics for Social Justice,"Book Review: Applied Algebra: Codes, Ciphers, and Discrete Algorithms",2010,
Gizem Karaali,"Mathematics & Statistics Department, Pomona College",Mathematics;Statistics,@pomona.edu,http://pages.pomona.edu/~gk014747,Representation Theory;Matching Theory;Quantitative Literacy;Mathematics for Social Justice,Book Review: Unitary Reflection Groups,2010,
Gizem Karaali,"Mathematics & Statistics Department, Pomona College",Mathematics;Statistics,@pomona.edu,http://pages.pomona.edu/~gk014747,Representation Theory;Matching Theory;Quantitative Literacy;Mathematics for Social Justice,Intertwining Symmetry Algebras of Quantum Superintegrable Systems,2010,
